6043.6	5557.5	5091.0	4587.2	3983.3	3423.1	3009.7	2715.4	2613.1	2520.0	2424.9	2573.9	2545.3	2546.8	2484.1	1845.1	2523.9	2494.2	2638.3	2538.1	2540.9	2498.2	2456.7	2430.9	2430.6	2580.8	2617.5	2386.8	2272.8	2373.9	2780.7	1563.0	2267.2	2368.6	2370.6	2365.1	2355.8	2367.9	2361.2	2345.7	2360.5	2391.4	2392.0	2423.7	2466.3	2520.9	2504.0	2411.9	2572.7	2658.6	2686.0	2776.2	2803.6	2855.3	2905.1	2908.1	2860.0	2888.2	2874.8	2865.4	2866.1	2861.1	2855.8	2055.4	
6305.8	6272.2	6173.0	6036.8	5006.7	4187.9	3578.4	3161.0	3049.7	2942.8	2861.5	2684.2	2702.0	2539.4	2446.8	2420.9	2513.1	2539.9	2511.3	2486.9	2460.1	2411.4	2377.4	2340.5	2330.4	2315.8	2268.9	2303.4	2313.2	2270.6	2267.8	2460.0	2279.4	2279.4	2286.0	2303.6	2280.3	2308.1	2302.7	2304.4	2318.3	2340.2	2342.7	2384.9	2405.3	2423.1	2730.6	2423.3	2554.0	2625.6	2661.2	2777.3	2803.4	2861.2	2904.9	2930.5	2894.0	2922.7	2892.6	2903.0	2884.9	2879.8	2885.4	2459.8	
6316.6	6398.5	6113.7	6123.3	5062.5	4225.9	3626.6	3178.5	3056.5	2949.9	2873.1	2804.8	2714.1	2649.7	2575.3	2455.8	2511.9	2528.0	2517.8	2484.6	2449.9	2419.1	2397.3	2363.3	2323.6	2302.6	2282.1	2315.5	2300.8	2274.5	2264.2	2487.7	3108.7	2288.0	2297.3	2323.7	2291.2	2309.2	2316.0	2327.2	2328.3	2368.1	2388.4	2432.1	2526.0	2582.4	2731.8	2431.0	2977.5	3148.1	3232.8	3367.3	3555.5	3626.3	3762.2	3879.1	3998.3	4123.0	4156.4	4284.8	4298.5	4311.7	4453.6	2485.9	
6399.6	6399.0	6397.6	6380.5	5100.3	4252.8	3645.9	3201.1	3081.0	2991.0	2913.6	2842.6	2796.4	2782.4	2776.0	2540.8	2738.4	2696.7	2645.7	2641.6	2666.0	2673.3	2636.1	2699.0	2763.0	2797.5	2834.8	3182.1	3327.5	3407.3	3586.7	2528.4	4055.2	4074.1	4373.0	6365.2	5805.7	6065.7	6191.4	6324.6	6369.3	6379.7	6389.6	6392.2	6390.7	6392.0	6390.0	3463.1	6391.8	6392.2	6386.4	6391.4	6391.1	6389.6	6390.8	6390.2	6386.2	6385.6	6389.3	6389.9	6389.3	6389.3	6388.8	2526.5	
6399.3	6397.9	6395.9	6383.3	5175.8	4358.8	3700.3	3242.4	3258.5	3290.1	3387.0	3528.8	3803.6	3981.0	4100.1	2574.5	4673.2	4925.6	5164.3	5131.0	5330.5	5523.9	5642.1	5625.0	5814.5	6176.1	6390.9	6363.7	6369.8	6387.6	6388.4	2568.0	6387.2	6388.3	6388.4	6387.5	6388.0	6385.2	6386.4	6386.8	6386.1	6385.9	6385.5	6384.2	6384.7	6384.5	6384.5	6374.0	6384.1	6384.4	6382.0	6382.8	6382.0	6382.5	6381.4	6381.1	6380.4	6381.0	6379.1	6380.0	6379.7	6378.3	6378.0	2563.9	
6399.4	6398.7	6398.1	6395.9	6370.8	6210.7	6055.4	5789.2	6050.5	6249.0	6305.3	6344.5	6341.1	6342.2	6342.1	5175.0	6379.8	6387.5	6386.9	6386.8	6385.9	6384.9	6385.2	6383.7	6382.9	6382.8	6381.7	6380.2	6381.0	6380.0	6379.2	5418.0	6377.5	6376.1	6377.5	6377.5	6374.7	6374.5	6374.7	6372.6	6372.1	6372.8	6371.5	6370.6	6370.6	6371.6	6370.0	6366.6	6367.3	6367.2	6366.1	6364.9	6365.5	6364.1	6363.5	6361.8	6359.3	6361.9	6363.5	6359.6	6358.8	6357.9	6356.6	5730.3	
6398.8	6397.4	6395.9	6395.0	6393.1	6392.4	6392.4	6390.5	6388.1	6386.8	6385.6	6383.0	6382.0	6381.1	6379.1	6378.1	6376.1	6375.2	6374.5	6373.8	6372.8	6372.0	6370.2	6369.6	6367.2	6366.5	6362.4	6363.5	6360.2	6359.6	6348.4	6356.3	6356.9	6357.2	6351.4	6351.7	6350.4	6352.2	6350.7	6345.4	6347.8	6345.6	6339.5	6343.2	6337.1	6343.0	6338.1	6335.3	6335.3	6337.7	6330.1	6332.9	6331.3	6330.9	6324.3	6329.1	6324.3	6322.8	6318.3	6320.9	6319.2	6314.3	6319.9	6309.3	
6398.2	6395.5	6393.1	6390.0	6388.1	6384.5	6384.5	6384.1	6381.9	6373.8	6372.0	6368.1	6363.3	6367.0	6365.1	6370.2	6365.6	6362.8	6361.6	6357.7	6353.4	6340.5	6351.5	6347.1	6343.8	6339.3	6340.8	6336.0	6340.5	6335.6	6314.3	6336.7	6336.2	6328.0	6303.9	6316.0	6325.0	6316.9	6316.8	6291.3	6302.3	6311.7	6302.8	6305.1	6304.1	6275.4	6286.1	6297.3	6301.9	6282.4	6274.4	6288.7	6276.7	6287.6	6284.3	6278.2	6282.8	6283.4	6275.5	6270.1	6238.4	6269.3	6229.1	6266.9	
6396.0	6392.0	6387.5	6385.1	6380.0	6375.5	6372.2	6368.2	6362.8	6357.7	6356.7	6350.0	6345.7	6346.3	6339.3	6336.7	6336.3	6324.7	6321.5	6315.6	6311.7	6315.8	6303.1	6303.1	6294.5	6295.0	6294.1	6284.9	6290.4	6270.1	6276.8	6274.5	6283.3	6290.8	6281.9	6267.3	6280.2	6284.7	6259.3	6271.1	6271.6	6260.1	6256.2	6266.9	6254.3	6247.8	6256.8	6204.6	6236.0	6240.5	6225.8	6225.3	6219.9	6229.5	6231.7	6223.4	6206.8	6219.7	6224.8	6190.5	6215.3	6203.1	6205.3	6153.9	
6392.0	6385.1	6375.5	6368.2	6357.7	6350.0	6342.9	6336.7	6324.7	6315.6	6315.8	6303.1	6288.7	6284.9	6270.1	6274.5	6282.6	6275.9	6266.4	6271.1	6270.1	6256.3	6247.8	6250.0	6240.5	6225.3	6229.5	6223.4	6219.7	6204.6	6188.6	6153.9	6187.7	6192.2	6174.2	6182.1	6166.5	6174.8	6140.4	6148.7	6165.2	6132.1	6145.2	6122.6	6107.4	6095.9	6114.1	6115.6	6077.3	6110.1	6084.3	6104.7	6082.7	6089.4	6076.6	6068.5	6034.7	6031.0	6059.0	6039.9	6047.3	6033.1	5990.8	5926.0	
